-0.08,0.11,0.03
0.15,-0.09,0.25
0.03,0.25,0.05
0.03,-0.05,-0.13
0.18,0.24,-0.06
0.23,-0.13,-0.11
0.02,-0.15,-0.31
0.15,-0.18,-0.07
0.28,-0.13,0.11
0.04,-0.18,0.02
-0.07,-0.26,-0.16
0.02,-0.42,-0.05
0.11,-0.07,-0.08
0.11,-0.12,-0.13
-0.05,-0.23,-0.11
-0.06,-0.08,0.07
0.21,0.02,0.11
0.08,-0.32,-0.09
-0.10,-0.08,-0.12
0.14,-0.31,-0.08
0.09,-0.21,0.11
0.11,0.09,-0.04
0.08,-0.32,-0.11
0.02,-0.31,-0.05
-0.02,0.03,-0.20
0.07,-0.18,-0.12
0.01,-0.20,0.08
0.08,-0.18,-0.19
0.06,-0.16,0.05
0.04,-0.18,-0.17
0.12,0.17,-0.09
0.27,-0.24,-0.02
0.10,-0.08,-0.09
0.18,0.02,-0.16
0.14,-0.08,-0.04
-0.02,-0.15,0.05
0.06,-0.11,-0.10
0.01,-0.32,0.11
0.01,-0.25,-0.03
0.21,-0.03,-0.07
-0.02,-0.36,0.03
-0.09,-0.17,-0.01
-0.08,-0.12,-0.15
0.11,0.02,-0.05
0.08,-0.22,-0.08
0.15,0.16,-0.15
0.10,-0.24,-0.02
0.02,-0.24,-0.03
0.12,-0.16,0.00
0.05,-0.11,0.02
0.05,-0.27,-0.02
-0.14,-0.08,-0.13
-0.10,0.03,0.04
0.09,-0.40,-0.02
0.06,-0.07,-0.01
0.07,-0.18,0.06
-0.02,-0.30,0.10
0.07,0.05,-0.12
-0.03,-0.02,0.00
0.06,-0.18,0.02
-0.07,0.04,-0.08
0.08,-0.21,0.11
0.18,-0.21,-0.20
0.13,-0.05,-0.16
0.04,-0.27,0.02
0.06,-0.18,0.11
0.04,-0.26,0.07
-0.13,-0.45,-0.11
0.14,-0.28,-0.11
0.00,0.00,-0.15
-0.01,-0.30,0.03
-0.02,-0.21,-0.09
0.11,0.07,-0.18
0.05,-0.22,0.06
-0.03,-0.13,-0.14
0.07,-0.02,-0.11
0.12,-0.29,0.01
0.18,-0.13,0.01
0.21,-0.08,-0.15
0.11,-0.35,0.02
-0.01,-0.05,0.02
-0.09,-0.15,-0.08
-0.08,-0.36,0.03
0.01,-0.11,-0.14
0.17,-0.11,-0.12
0.11,-0.19,0.04
0.16,-0.13,-0.11
0.08,0.05,-0.16
-0.11,-0.15,-0.16
0.08,-0.34,-0.20
-0.01,0.03,-0.08
0.03,-0.37,0.00
-0.26,-0.15,0.00
-0.03,-0.09,-0.14
0.15,-0.11,0.11
-0.01,-0.29,-0.08
0.01,0.09,-0.12
-0.08,-0.15,-0.11
-0.03,-0.27,-0.02
0.05,-0.25,-0.11
-0.03,-0.08,-0.15
0.11,-0.11,-0.17
-0.06,-0.34,0.03
0.14,-0.26,0.02
0.01,-0.39,-0.08
0.08,-0.18,0.06
0.02,0.05,-0.03
0.18,-0.18,0.07
0.04,-0.19,-0.15
-0.13,-0.03,-0.25
-0.14,-0.24,-0.02
0.05,-0.34,-0.02
0.08,-0.16,-0.12
0.05,0.05,-0.10
0.07,-0.37,-0.05
0.02,-0.19,0.01
-0.06,-0.02,-0.15
-0.02,-0.31,0.13
0.12,0.20,0.10
0.07,-0.19,-0.14
0.15,0.03,0.11
0.14,0.01,-0.18
0.07,-0.37,-0.04
-0.06,0.04,-0.10
0.15,-0.08,-0.02
-0.15,-0.34,-0.13
0.15,-0.38,0.02
0.15,0.03,-0.20
0.05,-0.21,0.09
-0.14,0.00,-0.20
0.04,-0.07,-0.18
-0.13,-0.21,-0.02
0.21,-0.13,-0.08
0.07,-0.08,-0.05
0.16,-0.02,-0.09
-0.13,-0.12,-0.05
0.15,-0.31,-0.20
0.18,0.07,-0.04
-0.05,-0.40,-0.16
0.11,-0.07,-0.05
-0.07,-0.12,-0.02
-0.03,0.02,0.02
0.11,-0.05,0.01
0.22,0.19,-0.02
0.09,-0.17,-0.13
0.05,-0.16,0.05
0.15,-0.17,-0.18
-0.02,-0.17,-0.11
0.08,-0.21,0.01
0.12,0.04,-0.08
0.18,-0.40,0.01
0.21,-0.04,0.05
0.09,-0.29,-0.02
0.14,-0.23,-0.11
0.13,0.08,-0.08
0.05,-0.11,-0.03
-0.03,-0.02,-0.05
-0.17,-0.18,-0.09
0.05,-0.16,-0.17
-0.02,-0.39,-0.10
0.15,-0.12,-0.06
0.19,-0.24,-0.17
0.18,-0.19,0.01
0.10,-0.25,-0.02
0.14,-0.04,-0.06
-0.01,-0.04,-0.05
-0.06,-0.37,-0.08
0.06,-0.08,-0.21
0.18,-0.18,0.04
0.17,-0.40,-0.12
0.04,-0.31,-0.11
-0.02,-0.05,-0.08
0.11,0.03,-0.03
-0.18,-0.17,-0.05
0.18,0.01,-0.16
0.27,-0.30,0.00
0.03,-0.44,-0.08
0.14,-0.15,-0.01
0.05,-0.12,0.05
-0.02,-0.08,-0.11
